,age,education-num,occupation,race,sex,hours-per-week,salary,workclass_bin,education_bin,marital-status_bin
0,-0.05155484555720781,1.083592643121687,1,4,1,-0.05308103103303131,0,0,0,1
1,0.7483818558571714,1.083592643121687,4,4,1,-2.1167362967012555,0,2,0,0
2,-0.12427636386760592,-0.4053598262093531,6,4,1,-0.05308103103303131,0,1,2,1
3,0.9665464107883658,-1.1498360608748732,6,2,1,-0.05308103103303131,0,1,1,0
4,-0.8514915469715871,1.083592643121687,10,2,0,-0.05308103103303131,0,1,0,0
5,-0.19699788217800404,1.455830760454447,4,4,0,-0.05308103103303131,0,1,0,0
6,0.6756603375467733,-1.8943122955403933,8,2,0,-1.887441267182564,0,1,1,0
7,0.8938248924779677,-0.4053598262093531,4,4,1,0.32907735149812134,1,2,2,0
8,-0.6333269920403928,1.455830760454447,10,4,0,0.711235734029274,1,1,0,1
9,0.16660970937398653,1.083592643121687,4,4,1,-0.05308103103303131,1,1,0,0
10,-0.19699788217800404,-0.033121708876593124,4,2,1,3.0041860292161897,1,1,2,0
11,-0.7060485103507909,1.083592643121687,10,1,1,-0.05308103103303131,1,0,0,0
12,-1.2150991385235776,1.083592643121687,1,4,0,-0.8173977960953366,0,1,0,1
13,-0.5606054737299946,0.7113545257889269,12,2,1,0.711235734029274,0,1,2,1
14,0.02116667275319031,0.3391164084561669,3,1,1,-0.05308103103303131,1,1,2,0
15,-0.41516243710919837,-2.266550412873153,14,0,1,0.32907735149812134,0,1,1,0
16,-1.0696561019027815,-0.4053598262093531,5,4,1,-0.43523941356418394,0,2,2,1
17,-0.5606054737299946,-0.4053598262093531,7,4,1,-0.05308103103303131,0,1,2,1
18,-0.12427636386760592,-1.1498360608748732,12,4,1,0.711235734029274,0,1,1,0
19,0.23933122768438467,1.455830760454447,4,4,0,0.32907735149812134,1,2,0,1
20,0.02116667275319031,2.2003069951199667,10,4,1,1.4755524990915794,1,1,0,0
21,1.0392679290987639,-0.4053598262093531,8,2,0,-1.581714561157642,0,1,2,1
22,-0.3424409187988003,-1.8943122955403933,5,2,1,-0.05308103103303131,0,0,1,0
23,0.23933122768438467,-1.1498360608748732,14,4,1,-0.05308103103303131,0,1,1,0
24,1.4028755206507546,-0.4053598262093531,13,4,0,-0.05308103103303131,0,1,2,1
25,1.1847109657195602,1.083592643121687,13,4,1,-0.05308103103303131,1,0,0,0
26,-1.5059852117651702,-0.4053598262093531,3,4,1,-0.05308103103303131,0,1,2,1
27,1.0392679290987639,-0.033121708876593124,0,1,1,1.4755524990915794,1,3,2,0
28,-0.05155484555720781,-0.4053598262093531,4,4,1,3.0041860292161897,0,1,2,1
29,0.6756603375467733,-0.4053598262093531,3,4,1,-0.05308103103303131,0,1,2,0
30,-1.2150991385235776,0.7113545257889269,11,4,1,0.8640990870417351,0,0,2,1
31,-1.433263693454772,-0.033121708876593124,12,2,1,0.25264567499189083,0,1,2,1
32,0.3847742643051809,1.083592643121687,4,4,1,-0.05308103103303131,0,1,0,1
33,-0.7060485103507909,-0.033121708876593124,1,4,1,-0.05308103103303131,0,0,2,0
34,-1.2878206568339758,-0.033121708876593124,8,2,1,-1.9638729436887945,0,0,2,0
35,0.6029388192363753,-1.1498360608748732,7,4,1,-0.05308103103303131,0,1,1,1
36,-1.3605421751443738,-0.033121708876593124,7,4,1,-0.05308103103303131,0,1,2,1
37,-1.5059852117651702,-0.4053598262093531,1,4,0,-1.1995561786264892,0,1,2,0
38,-0.6333269920403928,-0.033121708876593124,12,4,1,-0.20594438404549237,1,1,2,0
39,0.6029388192363753,0.7113545257889269,10,4,1,-0.05308103103303131,0,2,2,0
40,-0.6333269920403928,-1.8943122955403933,7,4,1,0.17621399848566027,0,1,1,0
41,0.9665464107883658,1.083592643121687,10,4,1,-0.05308103103303131,0,2,0,0
42,-1.1423776202131795,1.083592643121687,13,4,1,0.711235734029274,0,1,0,0
43,0.6756603375467733,-0.4053598262093531,1,4,0,-0.05308103103303131,0,1,2,1
44,-1.0696561019027815,-0.4053598262093531,6,4,1,-0.43523941356418394,0,1,2,1
45,1.2574324840299582,1.083592643121687,10,2,1,-0.05308103103303131,1,0,0,0
46,0.9665464107883658,-0.4053598262093531,7,4,1,-0.20594438404549237,0,1,2,0
47,0.3120527459947828,1.455830760454447,4,4,0,-0.05308103103303131,0,1,0,1
48,0.09388819106358842,0.3391164084561669,3,4,1,-0.05308103103303131,0,0,2,0
49,-0.7787700286611889,0.3391164084561669,10,4,1,0.17621399848566027,0,1,2,1
50,-1.0696561019027815,-0.033121708876593124,4,3,0,-0.05308103103303131,0,1,2,0
51,-1.5787067300755682,-0.4053598262093531,8,4,0,-0.8173977960953366,0,1,2,1
52,0.5302173009259771,1.828068877787207,10,4,0,1.4755524990915794,1,1,0,0
53,0.7483818558571714,1.083592643121687,4,4,1,1.0933941165604266,1,0,0,1
54,0.5302173009259771,-0.4053598262093531,4,4,1,1.4755524990915794,0,2,2,1
55,0.23933122768438467,-0.033121708876593124,13,4,1,-0.05308103103303131,1,1,2,0
56,0.457495782615579,-2.6387885302059133,7,4,1,-0.05308103103303131,0,1,1,0
57,-0.3424409187988003,0.3391164084561669,8,4,1,-0.05308103103303131,0,1,2,0
58,0.09388819106358842,-0.4053598262093531,1,4,1,0.558372381016813,0,1,2,0
59,-0.7060485103507909,-0.4053598262093531,7,4,1,-0.05308103103303131,0,1,2,0
60,-0.7060485103507909,1.083592643121687,12,4,1,-0.05308103103303131,0,1,0,0
61,-0.5606054737299946,-2.266550412873153,0,4,1,-0.05308103103303131,0,3,1,0
62,0.6029388192363753,-0.4053598262093531,14,4,1,-0.05308103103303131,0,1,2,0
63,0.16660970937398653,2.2003069951199667,10,4,1,0.32907735149812134,1,1,0,0
